Record ID,Data Source,Allocated NN,Postcode,Latitude,Longitude
1379,General 2,Kirkliston,EH29 9HE,55.95811686,-3.411721801
1380,General 2,Shandon,EH11 1SF,55.93443432,-3.228561863
1381,General 2,Leith,EH6 4EX,55.97512885,-3.183653191
1384,General 2,Silverknowes,EH4 5JA,55.96998272,-3.273541899
1385,General 2,Bonnington,EH6 5BH,55.9699282,-3.182517002
1386,General 2,Haymarket,EH12 5HZ,55.94501418,-3.229073025
1387,General 2,Stockbridge,EH4 1NP,55.95723537,-3.211745439
1388,General 2,Colinton,EH13 0ET,55.90162181,-3.255897993
1389,General 2,The Grange,EH9 2PL,55.92815058,-3.18575746
1391,General 2,Oxgangs,EH13 9JJ,55.90973868,-3.218950072
1392,General 2,Leith,EH6 4DR,55.97893211,-3.186205331
1393,General 2,New Town,EH3 5DH,55.96037266,-3.201511634
1394,General 2,Kirkliston,EH29 9BQ,55.95838901,-3.4028417
1395,General 2,Newington,EH16 5JQ,55.93493357,-3.161344691
1397,General 2,Bruntsfield,EH3 9PD,55.94104798,-3.210375288
1399,General 2,Willowbrae,EH8 7HG,55.95288866,-3.14961467
1400,General 2,Leith,EH6 5LD,55.97244218,-3.174261592
1402,General 2,Hillside,EH7 5ET,55.95885965,-3.174843312
1403,General 2,Leith,EH6 8JZ,55.96405922,-3.169490064
1404,General 2,Old Town,EH1 2HH,55.9482227,-3.194281551
1405,General 2,Dalry,EH11 2HG,55.94323707,-3.224357424
1406,General 2,Shandon,EH11 1QL,55.93417137,-3.23149894
1408,General 2,Polwarth,EH11 1LL,55.93659134,-3.218560742
1409,General 2,Granton,EH5 1LX,55.97625038,-3.228813679
1410,General 2,Leith,EH6 6DW,55.9742776,-3.171176495
1411,General 2,Meadowbank,EH7 5TH,55.95759661,-3.163064474
1412,General 2,Newington,EH16 5AF,55.93660317,-3.171015751
1413,General 2,Fountainbridge,EH11 1BT,55.93880944,-3.218694435
1415,General 2,Bruntsfield,EH10 4JG,55.93743764,-3.208357615
1416,General 2,Granton,EH5 1HL,55.97983006,-3.227564963
1417,General 2,Leith,EH6 8DS,55.96851652,-3.164689878
1418,General 2,Bruntsfield,EH10 4EW,55.93687791,-3.209540837
1420,General 2,Southside,EH8 9PY,55.93889636,-3.181170905
1422,General 2,Corstorphine,EH12 7UG,55.9393392,-3.297911604
1423,General 2,Bruntsfield,EH10 4EB,55.93629098,-3.208001742
1424,General 2,Fairmilehead,EH10 7BQ,55.90064017,-3.204862038
1425,General 2,Bruntsfield,EH9 1AX,55.93569488,-3.201884067
1426,General 2,Leith,EH6 6JU,55.97713224,-3.179002967
1427,General 2,Gracemount,EH17 8BT,55.9012314,-3.153443884
1428,General 2,Oxgangs,EH10 7HQ,55.90011921,-3.223974171
1429,General 2,Leith,EH6 6DW,55.9742776,-3.171176495
1430,General 2,The Inch,EH16 5SH,55.92067103,-3.152053038
1431,General 2,Newington,EH8 9PX,55.93920193,-3.181164197
1432,General 2,Ratho,EH28 8SF,55.92215002,-3.386121144
1433,General 2,Gilmerton,EH17 8UU,55.90289224,-3.141065421
1434,General 2,Leith,EH6 8NT,55.9673302,-3.173241579
1436,General 2,Polwarth,EH11 1HF,55.93856084,-3.220207521
1437,General 2,Newington,EH8 9PX,55.93920193,-3.181164197
1438,General 2,Polwarth,EH11 1JD,55.93721359,-3.220149149
1439,General 2,Roseburn,EH12 5JB,55.94506416,-3.227665543
1440,General 2,Craigentinny,EH7 6LZ,55.96145175,-3.142852381
1441,General 2,Lochend,EH7 6ED,55.96302482,-3.155313749
1442,General 2,Drylaw,EH4 2QN,55.96582487,-3.243382415
1443,General 2,Newington,EH9 1QB,55.9385845,-3.181833804
1444,General 2,City Centre,EH1 1LL,55.94890715,-3.186680148
1445,General 2,Broughton,EH7 4LH,55.96916823,-3.188662272
1446,General 2,Morningside,EH10 5JD,55.92564872,-3.213832139
1447,General 2,Stockbridge,EH3 5DH,55.96037266,-3.201511634
1448,General 2,Colinton,EH13 9BP,55.90794048,-3.229003622
1449,General 2,Leith,EH6 7HH,55.97369029,-3.163932013
1450,General 2,Tollcross,EH3 9JE,55.94363011,-3.201777632
1451,General 2,Willowbrae,EH8 7EZ,55.95384691,-3.14706457
1453,General 2,Liberton,EH16 6PA,55.91432344,-3.171511871
1456,General 2,Gilmerton,EH17 8PH,55.90312204,-3.139536686
1458,General 2,Morningside,EH11 2PJ,55.93759301,-3.235273594
1459,General 2,Leith,EH6 4PH,55.97473776,-3.186012837
1461,General 2,Newington,EH9 1SL,55.93709721,-3.178570757
1462,General 2,Pilton,EH4 4EP,55.97262681,-3.245170947
1463,General 2,Colinton,EH13 0HX,55.9039637,-3.268497962
1464,General 2,Liberton,EH16 6NT,55.9132636,-3.170519972
1465,General 2,Leith,EH6 8PU,55.96790998,-3.170855916
1466,General 2,Marchmont,EH9 1JS,55.93905204,-3.192062126
1467,General 2,Liberton,EH16 6LQ,55.91459387,-3.166688205
1469,General 2,Leith,EH6 8NN,55.96905903,-3.170970736
1470,General 2,Leith,EH7 4PH,55.96377782,-3.181095869
1471,General 2,Lochend,EH7 6LA,55.96374525,-3.158971683
1472,General 2,Lochend,EH7 6LA,55.96374525,-3.158971683
1473,General 2,Stockbridge,EH3 5JH,55.96129366,-3.211151431
1474,General 2,Portobello,EH15 2ND,55.94468558,-3.099334931
1475,General 2,Leith Links,EH6 8AY,55.9690756,-3.160669165
1476,General 2,Willowbrae,EH8 7DE,55.95423428,-3.148885804
1477,General 2,Leith,EH6 5EZ,55.97067363,-3.17409585
1479,General 2,Willowbrae,EH8 7DE,55.95423428,-3.148885804
1481,General 2,The Shore,EH6 6LS,55.97745671,-3.175134699
1482,General 2,Broughton,EH7 4DH,55.96324517,-3.188833087
1483,General 2,Leith,EH6 8AT,55.96899966,-3.16109948
1484,General 2,Southside,EH8 9HZ,55.94294846,-3.180269555
1487,General 2,Abbeyhill,EH8 8EZ,55.95502013,-3.167567798
1489,General 2,Newhaven,EH6 4JL,55.97917581,-3.188889152
1490,General 2,Gorgie,EH11 1AN,55.93602233,-3.23419906
1491,General 2,Fountainbridge,EH11 1DT,55.93737398,-3.223003779
1492,General 2,Silverknowes,EH4 5HY,55.96923904,-3.274206417
1493,General 2,Polwarth,EH11 1HF,55.93856084,-3.220207521
1494,General 2,Currie,EH14 5LB,55.89749717,-3.30262307
1495,General 2,Blackford,EH9 3BZ,55.9257596,-3.17835458
1496,General 2,Currie,EH14 5LB,55.89749717,-3.30262307
1498,General 2,Leith,EH6 8DS,55.96851652,-3.164689878
1499,General 2,Portobello,EH15 2NA,55.94619504,-3.097328133
1502,General 2,Bruntsfield,EH10 4LW,55.93936631,-3.210514947
1504,General 2,The Shore,EH6 6LB,55.97809539,-3.178823941
1506,General 2,Stockbridge,EH4 1HH,55.95937136,-3.213830457
1507,General 2,Leith,EH6 8JY,55.96499205,-3.168717195
1508,General 2,Southside,EH16 5DS,55.93363944,-3.166124149
1509,General 2,Abbeyhill,EH7 5RQ,55.9585768,-3.171519107
1510,General 2,Meadowbank,EH8 7DS,55.9542734,-3.15239441
1511,General 2,Marchmont,EH9 1JW,55.93884667,-3.19285629
1513,General 2,Shandon,EH11 1RU,55.93267738,-3.228138087
1514,General 2,Leith,EH6 7HN,55.97418467,-3.162007959
1516,General 2,Easter Road,EH7 5RQ,55.9585768,-3.171519107
1518,General 2,Corstorphine,EH12 7EL,55.93733808,-3.272678451
1519,General 2,Leith,EH6 4HQ,55.97735364,-3.186830072
1520,General 2,The Inch,EH16 6AZ,55.91794559,-3.159060522
1521,General 2,Easter Road,EH7 5YL,55.96042362,-3.171014268
1523,General 2,Leith,EH6 8LH,55.96609057,-3.170368402
1524,General 2,Corstorphine,EH12 7XR,55.94103865,-3.274560991
1526,General 2,Newington,EH16 5NN,55.92658085,-3.172329858
1527,General 2,Gorgie,EH11 2RJ,55.93671038,-3.2426255
1528,General 2,Leith,EH6 6JS,55.97611641,-3.179052182
1529,General 2,Corstorphine,EH12 9AJ,55.93271012,-3.283971784
1530,General 2,Fairmilehead,EH10 6NE,55.90842446,-3.21554947
1532,General 2,Leith,EH7 5LT,55.96265668,-3.17335645
1535,General 2,Cramond,EH4 6LH,55.96713699,-3.314366981
1537,General 2,Morningside,EH10 5PA,55.92264232,-3.211625777
1538,General 2,Newington,EH9 2DF,55.9307574,-3.175337093
1539,General 2,Leith,EH6 6LQ,55.97698907,-3.177059563
1540,General 2,Corstorphine,EH12 8DJ,55.95082745,-3.299176824
1541,General 2,Barnton,EH4 6DB,55.96439026,-3.308186145
1543,General 2,Corstorphine,EH12 8EP,55.94439017,-3.301218933
1544,General 2,Craigleith,EH4 2JX,55.95767033,-3.238491908
1545,General 2,Pilton,EH4 4BG,55.96838516,-3.244329721
1547,General 2,Gorgie,EH11 1NY,55.93631585,-3.228205207
1548,General 2,Pilrig,EH6 5DJ,55.96652047,-3.179000598
1549,General 2,Silverknowes,EH4 5LQ,55.96716486,-3.270581497
1552,General 2,Currie,EH14 5NF,55.89897907,-3.30946989
1553,General 2,Blackford,EH9 3HW,55.9261357,-3.186912237
1554,General 2,Morningside,EH10 5LA,55.92284332,-3.221297809
1555,General 2,Canonmills,EH3 5DX,55.96133803,-3.201109045
1557,General 2,Blackhall,EH4 5BE,55.96448047,-3.271230442
1559,General 2,Meadowbank,EH7 5UJ,55.95797064,-3.160560979
1560,General 2,Bonnington,EH6 5BE,55.96936395,-3.184198123
1561,General 2,Leith,EH6 8ED,55.96841381,-3.161290211
1563,General 2,Corstorphine,EH12 7UL,55.94130872,-3.290052188
1564,General 2,Portobello,EH15 2EN,55.94966236,-3.099459967
1565,General 2,Gilmerton,EH17 8LR,55.90525531,-3.143982023
1566,General 2,Broughton,EH3 6PE,55.95830435,-3.190571661
1567,General 2,East Craigs,EH12 8XP,55.95136261,-3.303807034
1568,General 2,Haymarket,EH3 8DX,55.94426035,-3.214478443
1569,General 2,Currie,EH14 5NB,55.90100162,-3.310241788
1570,General 2,South Queensferry,EH30 9RA,55.99098016,-3.398891994
1571,General 2,Cramond,EH4 6LQ,55.96669477,-3.312862011
1572,General 2,Blackhall,EH4 7EE,55.95822765,-3.271121541
1573,General 2,Polwarth,EH11 1JY,55.93748201,-3.219357141
1574,General 2,Liberton,EH16 6WB,55.91260701,-3.1534457
1575,General 2,Lochend,EH7 6LB,55.96422647,-3.158441394
1576,General 2,Trinity,EH5 3QN,55.97172811,-3.21365664
1578,General 2,Barnton,EH4 6DL,55.96552473,-3.308817198
1579,General 2,Hillside,EH7 5EJ,55.95786928,-3.173163526
1581,General 2,Comely Bank,EH4 2UP,55.9551331,-3.2253416
1582,General 2,Stockbridge,EH4 1PD,55.95605958,-3.221622984
1583,General 2,Marchmont,EH9 1HX,55.93793488,-3.195149579
1585,General 2,Leith Links,EH6 8AW,55.96893354,-3.162395267
1586,General 2,Portobello,EH15 2LU,55.94793695,-3.092413377
1587,General 2,South Queensferry,EH30 9XN,55.98816823,-3.410668912
1588,General 2,Leith,EH6 8SP,55.96387693,-3.175427892
1589,General 2,Portobello,EH8 7RF,55.9496826,-3.129998798
1590,General 2,Portobello,EH15 1EB,55.95797215,-3.122568115
1591,General 2,Leith,EH6 4ET,55.97440007,-3.184688523
1592,General 2,Easter Road,EH7 5QU,55.96161219,-3.167910481
1593,General 2,Ratho,EH28 8QU,55.92862757,-3.387024679
1595,General 2,Cramond,EH4 6RA,55.97189116,-3.310073715
1597,General 2,Barnton,EH4 6BD,55.96253883,-3.312448938
1598,General 2,Leith,EH6 8QU,55.96661947,-3.174277446
1599,General 2,Barnton,EH4 6DH,55.9664155,-3.314614876
1601,General 2,Colinton,EH13 0BH,55.90723271,-3.25110444
1602,General 2,Tollcross,EH4 6PX,55.97299423,-3.30094538
1603,General 2,Cramond,EH4 6NT,55.97771066,-3.301039632
1604,General 2,Fountainbridge,EH3 8DD,55.94463021,-3.210679192
1605,General 2,Morningside,EH10 6BL,55.92532513,-3.201931111
1607,General 2,Davidson's Mains,EH4 6AJ,55.96625533,-3.279459339
1608,General 2,Cramond,EH4 6DJ,55.9660681,-3.311799423
1609,General 2,Bonnington,EH6 5TB,55.97154308,-3.188382604
1610,General 2,Barnton,EH4 8AN,55.95871677,-3.317797699
1611,General 2,Kirkliston,EH29 9AX,55.95426073,-3.402388048
1612,General 2,Cramond,EH4 6DW,55.96671501,-3.316018882
1615,General 2,Barnton,EH4 6HJ,55.96260658,-3.298418127
1616,General 2,Cramond,EH4 6BQ,55.96270389,-3.309603041
1617,General 2,Fountainbridge,EH11 1ED,55.93882557,-3.220696131
1618,General 2,Cramond,EH4 6PR,55.9730678,-3.301636875
1619,General 2,Broughton,EH7 4HU,55.96243087,-3.192204185
1622,General 2,Cramond,EH4 6RQ,55.96728754,-3.306970166
1623,General 2,Barnton,EH4 8AP,55.9621281,-3.321453931
1624,General 2,Polwarth,EH11 1EA,55.93912981,-3.221730319
1625,General 2,Cramond,EH4 6GX,55.96960259,-3.308121734
1626,General 2,Cramond,EH4 6JY,55.96973865,-3.312228082
1627,General 2,Cramond,EH4 6NZ,55.97613241,-3.299031577
1628,General 2,Barnton,EH4 6RQ,55.96728754,-3.306970166
1629,General 2,Fountainbridge,EH3 9PL,55.93934538,-3.213556139
1630,General 2,Leith,EH6 5RW,55.97383968,-3.178470147
1631,General 2,Cramond,EH4 6RD,55.96944706,-3.310920398
1632,General 2,Trinity,EH5 3DL,55.97710725,-3.19929018
1633,General 2,Stockbridge,EH3 5AQ,55.95819426,-3.205592657
1634,General 2,Cramond,EH4 6RD,55.96944706,-3.310920398
1635,General 2,Newington,EH9 2DG,55.93101184,-3.174096315
1636,General 2,Barnton,EH4 6QW,55.96470372,-3.309974988
1637,General 2,Cramond,EH4 6PX,55.97299423,-3.30094538
1638,General 2,Barnton,EH4 6HQ,55.96223209,-3.292158039
1639,General 2,Cramond,EH4 6RB,55.97222813,-3.308803226
1640,General 2,Barnton,EH4 8HD,55.95902869,-3.310456007
1641,General 2,Barnton,EH4 6DL,55.96552473,-3.308817198
1645,General 2,Cramond,EH4 6BG,55.96295611,-3.308698439
1646,General 2,Newington,EH9 3BS,55.92796553,-3.176004794
1647,General 2,Morningside,EH10 4QX,55.92735708,-3.208235874
1648,General 2,Corstorphine,EH12 8JN,55.94360925,-3.304539181
1649,General 2,Newhaven,EH6 4JS,55.97873383,-3.191856413
1651,General 2,Barnton,EH4 8EJ,55.95948553,-3.308052692
1652,General 2,Cramond,EH4 6NZ,55.97613241,-3.299031577
1653,General 2,Cramond,EH4 6PZ,55.97324281,-3.299527597
1654,General 2,Shandon,EH11 1QL,55.93417137,-3.23149894
1656,General 2,Easter Road,EH7 5AW,55.95728891,-3.171832571
1657,General 2,Hillside,EH7 5ED,55.9587719,-3.176506489
1658,General 2,Corstorphine,EH12 7AL,55.94013092,-3.274579204
1659,General 2,Polwarth,EH11 1HT,55.93831539,-3.218678919
1660,General 2,Leith,EH6 7PR,55.96785198,-3.15222131
1661,General 2,Abbeyhill,EH7 5BA,55.95809293,-3.1694863
1663,General 2,Pilton,EH5 2GJ,55.97289234,-3.224044332
1664,General 2,Colinton,EH13 9AU,55.90995285,-3.230843026
1665,General 2,Trinity,EH5 3AF,55.97242344,-3.200459145
1666,General 2,Trinity,EH5 1AE,55.9785126,-3.218164089
1667,General 2,Willowbrae,EH8 7JU,55.95020093,-3.141031548
1668,General 2,Duddingston,EH15 1RF,55.94360187,-3.126795549
1669,General 2,Cramond,EH4 6QS,55.97518541,-3.294240493
1670,General 2,Stockbridge,EH4 1HR,55.95969139,-3.209611696
1671,General 2,Newhaven,EH6 4DD,55.97334954,-3.184608337
1672,General 2,Stockbridge,EH4 1JH,55.95900007,-3.214123173
1673,General 2,Cramond,EH4 6PN,55.97348981,-3.302516347
1674,General 2,New Town,EH3 6PZ,55.95971521,-3.196125201
1676,General 2,Blackford,EH9 3EU,55.92561038,-3.184543591
1678,General 2,Craigentinny,EH7 6TB,55.95771726,-3.134701708
1679,General 2,City Centre,EH7 4AW,55.95991065,-3.184261781
1680,General 2,Barnton,EH4 6AZ,55.96422507,-3.31357938
1684,General 2,Leith,EH7 4BW,55.95949934,-3.188718233
1685,General 2,Sighthill,EH11 4PG,55.92211836,-3.284613679
1686,General 2,Cramond,EH4 6RL,55.96923251,-3.304039588
1687,General 2,Fountainbridge,EH3 8DG,55.94378929,-3.210300696
1688,General 2,Barnton,EH4 6RL,55.96923251,-3.304039588
1690,General 2,Portobello,EH15 2BD,55.95293934,-3.110779446
1692,General 2,Currie,EH14 5RW,55.89768141,-3.322428296
1693,General 2,Corstorphine,EH12 7TD,55.93926608,-3.289471961
1696,General 2,Cramond,EH4 6DL,55.96552473,-3.308817198
1697,General 2,Corstorphine,EH12 7TY,55.94223073,-3.290387056
1698,General 2,Blackford,EH9 3EY,55.92524026,-3.182851896
1699,General 2,The Grange,EH9 2PG,55.92945796,-3.18715787
1700,General 2,Corstorphine,EH12 7TY,55.94223073,-3.290387056
1701,General 2,Portobello,EH7 6TQ,55.95676748,-3.128539509
1702,General 2,Leith,EH6 8DF,55.96675002,-3.161448637
1703,General 2,Leith,EH7 6DX,55.96316134,-3.15608675
1704,General 2,Liberton,EH16 6HZ,55.91421794,-3.161781143
1705,General 2,East Craigs,EH12 8YH,55.95501404,-3.30604396
1706,General 2,Corstorphine,EH12 7XP,55.94142184,-3.277471518
1707,General 2,Southside,EH16 5XW,55.94159197,-3.175537196
1708,General 2,Barnton,EH4 6DL,55.96552473,-3.308817198
1709,General 2,Meadowbank,EH8 7AR,55.95508541,-3.155878013
1710,General 2,Currie,EH14 5JT,55.8999806,-3.305697137
1711,General 2,Morningside,EH10 6EL,55.92068012,-3.211052485
1713,General 2,Roseburn,EH12 5NR,55.94459741,-3.235704768
1716,General 2,Dalry,EH11 2HY,55.94207941,-3.224208816
1717,General 2,Cramond,EH4 6PS,55.97177944,-3.302811375
1718,General 2,Leith,EH6 5EY,55.97070303,-3.172895047
1719,General 2,Blackhall,EH4 3PN,55.95613839,-3.264582282
1721,General 2,The Shore,EH6 6QB,55.97795036,-3.171415713
1722,General 2,Portobello,EH15 1BE,55.95318074,-3.118858027
1723,General 2,Cramond,EH4 6DJ,55.9660681,-3.311799423
1725,General 2,Corstorphine,EH12 6LL,55.94689351,-3.2766589
1726,General 2,Barnton,EH4 6BD,55.96253883,-3.312448938
1727,General 2,South Queensferry,EH30 9LZ,55.98539142,-3.3996519
1729,General 2,Hillside,EH7 5PP,55.96047203,-3.17159239
1730,General 2,Dalry,EH11 2JZ,55.93899189,-3.225664335
1731,General 2,Leith,EH6 6DS,55.97310313,-3.170900647
1732,General 2,Baberton,EH14 3EN,55.90859019,-3.282486585
1733,General 2,Cramond,EH4 6LP,55.97095247,-3.308776169
1734,General 2,Barnton,EH4 8EY,55.95902987,-3.315405629
1735,General 2,Blackford,EH9 3HS,55.92628543,-3.191878139
1737,General 2,Blackhall,EH4 2BQ,55.95713207,-3.245538265
1738,General 2,Fairmilehead,EH10 6QN,55.90558595,-3.205399308
1739,General 2,Marchmont,EH9 1EW,55.93842199,-3.198654608
1740,General 2,Cramond,EH4 6JX,55.9705372,-3.309803628
1741,General 2,Leith,EH6 6ET,55.9758485,-3.174172519
1742,General 2,Barnton,EH4 6HN,55.96231967,-3.295797357
1744,General 2,Cramond,EH4 6NZ,55.97613241,-3.299031577
1745,General 2,Cramond,EH4 6LN,55.96783268,-3.312323772
1746,General 2,Morningside,EH10 5PE,55.92137339,-3.214562608
1747,General 2,Corstorphine,EH12 8RA,55.94567193,-3.281806739
1748,General 2,Barnton,EH4 6LG,55.96722028,-3.310764979
1749,General 2,Willowbrae,EH8 7DL,55.95363261,-3.150773821
1750,General 2,Barnton,EH4 6EN,55.96166465,-3.29912346
1751,General 2,Hillside,EH7 5PP,55.96047203,-3.17159239
1752,General 2,Fairmilehead,EH10 6NE,55.90842446,-3.21554947
1754,General 2,Trinity,EH5 3EE,55.97975537,-3.204164038
1755,General 2,Trinity,EH5 3ED,55.97996913,-3.205276508
1756,General 2,Cramond,EH4 6PN,55.97348981,-3.302516347
1757,General 2,Trinity,EH5 3DE,55.97722405,-3.201136708
1758,General 2,Davidson's Mains,EH4 6AL,55.96672042,-3.280532087
1759,General 2,Barnton,EH4 6QN,55.96378259,-3.310408442
1760,General 2,Barnton,EH4 6HN,55.96231967,-3.295797357
1761,General 2,Davidson's Mains,EH4 6JJ,55.96584868,-3.288305427
1762,General 2,Easter Road,EH7 5PP,55.96047203,-3.17159239
1763,General 2,Barnton,EH4 6DE,55.96767394,-3.301023153
1764,General 2,Barnton,EH4 6DD,55.96430029,-3.307350057
1766,General 2,Cramond,EH4 6PN,55.97348981,-3.302516347
1767,General 2,Barnton,EH4 6HH,55.96251802,-3.296588941
1768,General 2,Leith,EH6 6NH,55.97943953,-3.182021999
1770,General 2,Granton,EH5 2HT,55.97458924,-3.225988799
1771,General 2,Ratho,EH28 8RF,55.92049068,-3.381853294
1772,General 2,Trinity,EH6 4QT,55.97260371,-3.192068463
1773,General 2,The Shore,EH6 6EJ,55.97602266,-3.174754688
1778,General 2,Leith,EH6 5RL,55.97321772,-3.178675564
1779,General 2,The Shore,EH6 6EP,55.97626509,-3.17194166
1780,General 2,Leith,EH6 8SQ,55.96345972,-3.176776907
1781,General 2,Ratho,EH28 8RB,55.922074,-3.379285154
1782,General 2,Leith,EH6 4AQ,55.97472111,-3.182134457
1783,General 2,Ratho,EH28 8JT,55.92541466,-3.373034108
1784,General 2,Morningside,EH10 5PY,55.92056665,-3.222538364
1786,General 2,Corstorphine,EH12 7NJ,55.93379638,-3.280614114
1787,General 2,Granton,EH5 2GE,55.97124976,-3.228382732
1788,General 2,Liberton,EH16 5QT,55.92282829,-3.166295513
1789,General 2,Leith,EH6 5PU,55.96933983,-3.184838267
1793,General 2,Easter Road,EH7 5NN,55.9592764,-3.172597422
1794,General 2,Shandon,EH11 1PL,55.93413458,-3.229784959
1795,General 2,Hillside,EH7 5LB,55.95807764,-3.181450808
1796,General 2,Polwarth,EH11 1HU,55.93803894,-3.219374641
1798,General 2,Leith,EH6 6DY,55.9753375,-3.175935754
1799,General 2,Bruntsfield,EH10 4JJ,55.9384057,-3.20768335
1800,General 2,Craigentinny,EH7 6SP,55.95972357,-3.133446951
1801,General 2,Barnton,EH4 7ND,55.96073605,-3.291723729
1802,General 2,Corstorphine,EH12 7RN,55.93741039,-3.295909989
1804,General 2,Portobello,EH15 2AX,55.95319873,-3.11190794
1805,General 2,Leith,EH6 8SQ,55.96345972,-3.176776907
1806,General 2,Leith,EH6 5DH,55.96632514,-3.178754346
1807,General 2,Marchmont,EH9 1BP,55.9378574,-3.196652044
1808,General 2,Tollcross,EH3 9DT,55.94629823,-3.202756991
1810,General 2,Polwarth,EH11 1JY,55.93748201,-3.219357141
1812,General 2,Stockbridge,EH4 1JR,55.9585544,-3.214669835
1813,General 2,East Craigs,EH12 8UY,55.95273181,-3.306879983
1814,General 2,Restalrig,EH7 6FE,55.96244412,-3.162601168
1815,General 2,Leith,EH6 8AZ,55.96903521,-3.160187299
1816,General 2,Corstorphine,EH12 5YR,55.94250156,-3.259878806
1817,General 2,Craiglockhart,EH14 1AX,55.92534476,-3.231779077
1818,General 2,Canonmills,EH3 5LH,55.96273672,-3.198653361
1819,General 2,The Grange,EH9 1TL,55.93625095,-3.192744484
1820,General 2,Corstorphine,EH12 6NR,55.94167963,-3.27600701
1821,General 2,East Craigs,EH12 8TZ,55.94991276,-3.310035897
1822,General 2,Canonmills,EH7 4EN,55.96215432,-3.196632968
1823,General 2,Leith,EH6 4PZ,55.97579523,-3.190964789
1824,General 2,Leith,EH6 5AW,55.96581343,-3.178706744
1825,General 2,Newington,EH16 5XL,55.9421258,-3.174208465
1826,General 2,Bellevue,EH7 4AU,55.96182009,-3.183791481
1827,General 2,Morningside,EH10 5EA,55.93090585,-3.212860094
1828,General 2,Leith,EH6 6ET,55.9758485,-3.174172519
1829,General 2,Corstorphine,EH12 7QT,55.93589827,-3.291873384
1830,General 2,Leith,EH6 8HL,55.96961503,-3.169193057
1831,General 2,Shandon,EH11 1NY,55.93631585,-3.228205207
1832,General 2,Leith,EH6 6SB,55.97452361,-3.168924526
1833,General 2,Canonmills,EH7 4JH,55.96490036,-3.191431061
1834,General 2,Newington,EH8 9RB,55.9410587,-3.177746476
1835,General 2,Leith,EH6 4AP,55.97632465,-3.181702629
1837,General 2,Leith,EH7 4HP,55.97154761,-3.198124706
1838,General 2,Broughton,EH7 4BX,55.96236365,-3.190792432
1839,General 2,Cramond,EH4 6DW,55.96671501,-3.316018882
1840,General 2,Stockbridge,EH4 1NS,55.95722733,-3.213475034
1842,General 2,Craigleith,EH4 2EA,55.95583011,-3.240098859
1843,General 2,Leith,EH6 8QP,55.9662815,-3.172969527
1845,General 2,Balerno,EH14 7AZ,55.87850075,-3.331239088
1848,General 2,Cramond,EH4 2SA,55.96199164,-3.247472508
1849,General 2,Abbeyhill,EH8 8EZ,55.95502013,-3.167567798
1850,General 2,Leith,EH6 4AP,55.97632465,-3.181702629
1852,General 2,Leith,EH6 6LS,55.97745671,-3.175134699
1853,General 2,Bruntsfield,EH10 5DR,55.93361878,-3.211104028
1856,General 2,Leith,EH7 5YL,55.96042362,-3.171014268
1858,General 2,The Inch,EH16 5RE,55.92481203,-3.153152133
1859,General 2,Leith,EH6 5DS,55.96871226,-3.176247438
1860,General 2,Blackford,EH9 3ES,55.9259621,-3.184410285
1862,General 2,Trinity,EH5 3ES,55.97534049,-3.200789881
1864,General 2,Morningside,EH10 6BJ,55.92439706,-3.205871254
1866,General 2,Liberton,EH16 5SJ,55.92054478,-3.149216969
1867,General 2,Broughton,EH7 4DE,55.96349604,-3.18797572
1868,General 2,Pilrig,EH6 5DF,55.965392,-3.178613828
1869,General 2,Leith,EH6 7BG,55.97484982,-3.16673904
1870,General 2,Leith,EH7 5RJ,55.95971961,-3.171345402
1871,General 2,Fairmilehead,EH10 6RR,55.90408777,-3.209735505
1874,General 2,Bruntsfield,EH10 4BN,55.93536582,-3.206132017
1875,General 2,Trinity,EH5 3EG,55.97922711,-3.203971332
1876,General 2,Duddingston,EH15 1NB,55.949566,-3.121123787
1877,General 2,Pilton,EH5 2GH,55.97192181,-3.224959046
1878,General 2,Prestonfield,EH16 5HJ,55.93595051,-3.166881946
1880,General 2,Leith,EH6 7AD,55.97168017,-3.169351496
1881,General 2,Shandon,EH11 1QE,55.93395917,-3.23205247
1882,General 2,Hillside,EH7 5PN,55.95986394,-3.172230757
1884,General 2,Leith,EH6 8PL,55.96560185,-3.172628552
1885,General 2,Gorgie,EH11 1UN,55.93547132,-3.232692778
1886,General 2,Hillside,EH7 5EX,55.95956449,-3.177251348
1887,General 2,Craiglockhart,EH14 1LP,55.92434582,-3.243558025
1888,General 2,Newhaven,EH6 4JQ,55.97942715,-3.18798337
1889,General 2,Morningside,EH10 4QX,55.92735708,-3.208235874
1890,General 2,Leith,EH7 5LT,55.96265668,-3.17335645
1891,General 2,Gilmerton,EH17 8QX,55.90340325,-3.137305669
1892,General 2,Craiglockhart,EH14 1HW,55.92114616,-3.241855322
1893,General 2,Leith,EH6 7JE,55.97435465,-3.163038596
1894,General 2,Blackhall,EH4 3PH,55.95574419,-3.259203869
1895,General 2,Inverleith,EH3 5JX,55.96688991,-3.200303788
1896,General 2,Granton,EH5 1FG,55.97723191,-3.25270666
1897,General 2,Blackford,EH9 3DQ,55.92540146,-3.179159908
1898,General 2,Bonnington,EH6 5FH,55.96992042,-3.184263192
1899,General 2,Stockbridge,EH3 5AY,55.95858736,-3.206742131
1900,General 2,Sciennes,EH9 1PA,55.93845129,-3.186344364
1901,General 2,Old Town,EH1 1JG,55.94831682,-3.188263424
